id,loan_amnt,grade,sub_grade,verification_status,issue_d,loan_status,addr_state,home_ownership,revol_bal,total_pymnt,last_pymnt_d,issue_year,issue_month
242452,3200,A,A5,Not Verified,2008-01-01,Fully Paid,NY,RENT,0,3644.2411,2011-03-01,2008,1
242642,16600,B,B2,Not Verified,2008-02-01,Fully Paid,AZ,MORTGAGE,2248,19215.58368,2011-02-01,2008,2
242695,500,B,B5,Not Verified,2008-01-01,Fully Paid,CA,MORTGAGE,44,580.4627947,2010-05-01,2008,1
242839,25000,B,B3,Not Verified,2008-02-01,Fully Paid,CA,MORTGAGE,2296,28227.74389,2010-01-01,2008,2
243046,10325,D,D2,Not Verified,2008-02-01,Charged Off,CA,RENT,16264,6596.41,2009-09-01,2008,2
243078,6000,B,B4,Not Verified,2008-02-01,Fully Paid,VA,RENT,12758,6816.574202,2009-11-01,2008,2
243130,6000,A,A3,Not Verified,2008-02-01,Fully Paid,OH,OWN,2573,6768.669733,2011-02-01,2008,2
243207,7400,B,B2,Not Verified,2008-02-01,Fully Paid,CA,RENT,15176,8344.133402,2009-12-01,2008,2
243243,4600,B,B3,Not Verified,2008-02-01,Fully Paid,CO,RENT,7239,5000.98644,2009-02-01,2008,2
243280,6000,A,A5,Not Verified,2008-02-01,Fully Paid,TX,RENT,11217,6373.844983,2009-03-01,2008,2
243314,2600,B,B3,Not Verified,2008-02-01,Fully Paid,CA,RENT,12979,2826.644886,2009-02-01,2008,2
243406,6000,B,B2,Not Verified,2008-02-01,Fully Paid,NJ,MORTGAGE,21894,6945.386577,2011-02-01,2008,2
243430,13000,C,C4,Not Verified,2008-02-01,Fully Paid,TX,MORTGAGE,4933,15049.73286,2009-11-01,2008,2
243622,10400,B,B5,Not Verified,2008-02-01,Fully Paid,CA,RENT,6206,12223.18099,2011-02-01,2008,2
243737,7000,B,B2,Not Verified,2008-02-01,Fully Paid,MN,RENT,16326,8102.920768,2011-02-01,2008,2
243957,7500,B,B4,Not Verified,2008-02-01,Fully Paid,NY,MORTGAGE,33,8250.187857,2010-09-01,2008,2
244029,800,A,A1,Not Verified,2008-01-01,Fully Paid,LA,MORTGAGE,19901,813.4943502,2008-11-01,2008,1
244261,2900,A,A3,Not Verified,2008-01-01,Fully Paid,TX,RENT,4385,3271.510038,2011-02-01,2008,1
244437,17350,D,D4,Not Verified,2008-02-01,Fully Paid,NH,OWN,18966,21211.05998,2011-02-01,2008,2
244872,3000,B,B1,Not Verified,2008-02-01,Fully Paid,CT,MORTGAGE,8788,3346.881216,2009-09-01,2008,2
245124,1500,B,B5,Not Verified,2008-02-01,Fully Paid,TN,RENT,1276,1760.436132,2011-02-01,2008,2
245190,6000,C,C5,Not Verified,2008-02-01,Fully Paid,MO,MORTGAGE,22635,7204.230806,2011-02-01,2008,2
245733,6400,A,A2,Not Verified,2008-02-01,Fully Paid,FL,MORTGAGE,1715,7187.25003,2011-03-01,2008,2
245765,9900,A,A3,Not Verified,2008-02-01,Fully Paid,FL,MORTGAGE,1715,11171.25422,2011-03-01,2008,2
245846,2500,B,B2,Not Verified,2008-02-01,Fully Paid,GA,RENT,2574,2893.896999,2011-02-01,2008,2
246179,5100,A,A4,Not Verified,2008-02-01,Fully Paid,CT,MORTGAGE,25336,5780.499244,2011-02-01,2008,2
246276,10100,D,D4,Not Verified,2008-02-01,Charged Off,NV,RENT,18485,1452.19,2008-05-01,2008,2
246516,8500,B,B1,Not Verified,2008-02-01,Fully Paid,TX,RENT,9048,9763.582101,2010-09-01,2008,2
246553,9100,D,D3,Not Verified,2008-02-01,Fully Paid,TX,RENT,14421,11026.45429,2010-09-01,2008,2
247062,6225,B,B2,Not Verified,2008-02-01,Fully Paid,CA,RENT,9121,7083.527241,2010-02-01,2008,2
247424,8000,B,B5,Not Verified,2008-02-01,Fully Paid,NY,RENT,120563,9389.262214,2011-02-01,2008,2
248108,3000,A,A3,Not Verified,2008-02-01,Fully Paid,OH,RENT,710,3383.738402,2011-01-01,2008,2
248130,1450,B,B2,Not Verified,2008-02-01,Fully Paid,PA,OWN,20762,1672.110127,2010-09-01,2008,2
248304,6000,A,A5,Not Verified,2008-02-01,Fully Paid,IL,RENT,1839,6831.602566,2011-02-01,2008,2
248498,19500,B,B2,Not Verified,2008-02-01,Fully Paid,IA,RENT,8629,22572.5166,2011-02-01,2008,2
248539,10000,C,C3,Not Verified,2008-02-01,Fully Paid,CA,MORTGAGE,11735,11898.71247,2011-02-01,2008,2
248583,18000,B,B4,Not Verified,2008-03-01,Fully Paid,NY,RENT,5506,21100.39176,2010-12-01,2008,3
248817,6000,C,C4,Not Verified,2008-02-01,Charged Off,FL,RENT,3831,4321.66,2009-11-01,2008,2
248841,6000,A,A2,Not Verified,2008-02-01,Fully Paid,NY,OWN,6094,6736.777813,2011-02-01,2008,2
248927,6000,B,B3,Not Verified,2008-02-01,Fully Paid,OR,RENT,15597,6191.09597,2008-09-01,2008,2
249164,25000,B,B3,Not Verified,2008-02-01,Fully Paid,GA,MORTGAGE,52214,29074.27733,2011-03-01,2008,2
249699,20050,B,B2,Not Verified,2008-02-01,Charged Off,WA,RENT,507,14565.87,2009-12-01,2008,2
249840,6000,B,B5,Not Verified,2008-02-01,Fully Paid,TX,MORTGAGE,0,7041.983574,2011-02-01,2008,2
249942,5000,C,C1,Not Verified,2008-02-01,Fully Paid,CA,RENT,4760,5895.487459,2011-02-01,2008,2
249955,25000,E,E1,Not Verified,2008-03-01,Charged Off,CA,RENT,25160,18593.47,2009-12-01,2008,3
249972,10000,C,C1,Not Verified,2008-02-01,Charged Off,CA,RENT,10837,5895.54,2009-08-01,2008,2
249999,10000,A,A3,Not Verified,2008-02-01,Fully Paid,IL,MORTGAGE,90335,11281.06877,2011-02-01,2008,2
250422,4000,B,B2,Not Verified,2008-02-01,Fully Paid,VA,RENT,4010,4095.469038,2008-05-01,2008,2
250699,5000,D,D1,Not Verified,2008-02-01,Fully Paid,OH,RENT,3389,6031.094479,2011-02-01,2008,2
250951,15250,C,C2,Not Verified,2008-02-01,Fully Paid,NC,MORTGAGE,39702,18062.05344,2011-02-01,2008,2
251142,17000,B,B1,Not Verified,2008-02-01,Fully Paid,AR,MORTGAGE,653,19589.91857,2011-02-01,2008,2
251214,6000,A,A3,Not Verified,2008-02-01,Fully Paid,CA,RENT,5274,6040.16,2008-03-01,2008,2
251663,2725,C,C3,Not Verified,2008-02-01,Fully Paid,MI,RENT,11788,2827.31758,2008-06-01,2008,2
251682,3000,A,A1,Not Verified,2008-02-01,Fully Paid,WA,RENT,122,3353.0359,2011-02-01,2008,2
251789,10000,E,E5,Not Verified,2008-02-01,Fully Paid,TX,RENT,22122,11349.69093,2009-02-01,2008,2
251996,5000,A,A2,Not Verified,2008-02-01,Fully Paid,VA,RENT,103,5613.985776,2011-02-01,2008,2
252482,10800,B,B2,Not Verified,2008-02-01,Fully Paid,CA,RENT,8866,12135.63573,2009-10-01,2008,2
252729,15000,C,C2,Not Verified,2008-02-01,Fully Paid,AR,MORTGAGE,4929,17765.98751,2011-02-01,2008,2
252973,2500,B,B2,Not Verified,2008-02-01,Fully Paid,VA,RENT,11794,2863.907822,2010-06-01,2008,2
253020,15075,D,D2,Not Verified,2008-02-01,Fully Paid,CA,MORTGAGE,462,18264.7807,2011-02-01,2008,2
253085,18000,D,D3,Not Verified,2008-02-01,Charged Off,NY,OWN,5855,17293.35,2010-07-01,2008,2
253222,20000,B,B3,Not Verified,2008-02-01,Fully Paid,CA,RENT,6688,23259.40462,2011-02-01,2008,2
253227,750,C,C5,Not Verified,2008-02-01,Fully Paid,CO,RENT,12220,900.4925062,2011-02-01,2008,2
253425,6000,B,B5,Not Verified,2008-02-01,Fully Paid,NC,RENT,8736,6630.163712,2009-04-01,2008,2
253427,15000,D,D3,Not Verified,2008-02-01,Fully Paid,NY,RENT,170,18257.19163,2011-02-01,2008,2
253601,16000,E,E1,Not Verified,2008-02-01,Fully Paid,CO,RENT,15923,19736.63951,2011-02-01,2008,2
253727,4500,A,A5,Not Verified,2008-02-01,Fully Paid,WA,OWN,0,5095.746951,2010-09-01,2008,2
253766,15000,C,C3,Not Verified,2008-02-01,Charged Off,NJ,RENT,1340,16778.59,2011-01-01,2008,2
253973,10000,C,C1,Not Verified,2008-02-01,Fully Paid,NC,OWN,8575,11791.05254,2011-03-01,2008,2
253987,3000,C,C1,Not Verified,2008-02-01,Fully Paid,VA,RENT,21498,3498.140851,2010-06-01,2008,2
254201,17000,E,E3,Not Verified,2008-02-01,Fully Paid,NJ,MORTGAGE,32406,21161.21375,2011-02-01,2008,2
254250,3975,C,C4,Not Verified,2008-02-01,Fully Paid,NM,OWN,7902,4750.92,2011-02-01,2008,2
254378,10000,C,C3,Not Verified,2008-02-01,Charged Off,IL,MORTGAGE,46789,3301.8,2008-12-01,2008,2
254533,7600,D,D1,Not Verified,2008-02-01,Fully Paid,CA,RENT,7897,9026.384772,2010-05-01,2008,2
254762,7200,C,C2,Not Verified,2008-02-01,Fully Paid,CO,RENT,6422,7713.733168,2009-01-01,2008,2
254979,10000,A,A3,Not Verified,2008-02-01,Fully Paid,MI,MORTGAGE,1467,11327.92778,2011-01-01,2008,2
255150,25000,C,C3,Not Verified,2008-02-01,Fully Paid,NY,RENT,16694,29746.89255,2011-02-01,2008,2
255171,5000,A,A3,Not Verified,2008-02-01,Fully Paid,WA,RENT,1698,5630.277322,2010-11-01,2008,2
255845,9600,C,C4,Not Verified,2008-02-01,Fully Paid,FL,RENT,8801,11473.92089,2011-02-01,2008,2
255888,5275,B,B4,Not Verified,2008-02-01,Fully Paid,NC,RENT,5500,6117.122634,2010-08-01,2008,2
256019,11800,A,A5,Not Verified,2008-02-01,Fully Paid,NJ,OWN,3282,13361.99097,2010-07-01,2008,2
256021,24500,D,D1,Not Verified,2008-03-01,Charged Off,FL,MORTGAGE,23908,5102.54,2008-10-01,2008,3
256365,25000,B,B5,Not Verified,2008-03-01,Charged Off,GA,MORTGAGE,6088,8149.0,2009-01-01,2008,3
256406,11000,B,B5,Not Verified,2008-02-01,Fully Paid,NY,RENT,2217,11467.4452,2008-07-01,2008,2
256450,6350,D,D2,Not Verified,2008-02-01,Fully Paid,CA,RENT,22247,7693.600936,2011-03-01,2008,2
256458,3000,C,C4,Not Verified,2008-02-01,Fully Paid,NM,RENT,14555,3585.6,2011-03-01,2008,2
256488,12800,B,B1,Not Verified,2008-02-01,Fully Paid,TX,MORTGAGE,15491,14750.08694,2011-03-01,2008,2
256704,10000,D,D5,Not Verified,2008-02-01,Charged Off,CA,MORTGAGE,24299,5768.7,2009-11-01,2008,2
256991,15000,F,F5,Not Verified,2008-02-01,Charged Off,PA,MORTGAGE,44543,9624.6,2009-08-01,2008,2
257019,5000,B,B2,Not Verified,2008-02-01,Fully Paid,NC,MORTGAGE,3735,5718.182591,2010-04-01,2008,2
257223,4000,B,B3,Not Verified,2008-02-01,Fully Paid,PA,RENT,2352,4372.208137,2009-03-01,2008,2
257346,10000,D,D1,Not Verified,2008-02-01,Fully Paid,MD,RENT,7607,11376.62802,2009-06-01,2008,2
257612,9000,C,C1,Not Verified,2008-02-01,Fully Paid,NJ,OWN,12303,10205.90808,2009-10-01,2008,2
258521,7200,B,B4,Not Verified,2008-02-01,Fully Paid,CO,RENT,5824,8423.18,2011-03-01,2008,2
258603,15000,D,D2,Not Verified,2008-02-01,Charged Off,CA,RENT,5071,11885.31,2010-01-01,2008,2
258644,15000,B,B4,Not Verified,2008-02-01,Fully Paid,WA,RENT,24,17523.3185,2011-03-01,2008,2
258652,12000,C,C4,Not Verified,2008-02-01,Fully Paid,SC,RENT,16616,13490.73,2009-05-01,2008,2
258717,20500,C,C1,Not Verified,2008-02-01,Charged Off,TX,RENT,31566,8837.67,2009-04-01,2008,2
258828,20000,D,D1,Not Verified,2008-02-01,Fully Paid,TX,RENT,4110,24124.5992,2011-03-01,2008,2
258870,16000,B,B5,Not Verified,2008-02-01,Fully Paid,NC,RENT,16738,18312.08883,2010-01-01,2008,2
259032,25000,B,B2,Not Verified,2008-02-01,Fully Paid,SC,MORTGAGE,54392,28939.13354,2011-03-01,2008,2
259106,3000,C,C1,Not Verified,2008-03-01,Fully Paid,WA,MORTGAGE,46427,3518.917698,2010-10-01,2008,3
259414,3975,D,D5,Not Verified,2008-02-01,Fully Paid,VA,MORTGAGE,10944,4878.86,2011-03-01,2008,2
259505,20000,D,D3,Not Verified,2008-02-01,Fully Paid,OH,MORTGAGE,16805,24342.94676,2011-03-01,2008,2
259595,10000,B,B2,Not Verified,2008-02-01,Fully Paid,DC,RENT,9255,11575.63529,2011-03-01,2008,2
259945,20000,B,B5,Not Verified,2008-02-01,Fully Paid,NY,RENT,16194,23473.06549,2011-03-01,2008,2
259956,24000,B,B2,Not Verified,2008-02-01,Fully Paid,TX,MORTGAGE,4643,24571.63184,2008-05-01,2008,2
259968,10000,A,A5,Not Verified,2008-02-01,Fully Paid,WI,RENT,3808,11379.35395,2011-01-01,2008,2
260049,15000,E,E2,Not Verified,2008-02-01,Fully Paid,NY,MORTGAGE,9080,18613.42744,2011-03-01,2008,2
260113,9000,B,B4,Not Verified,2008-02-01,Fully Paid,CA,RENT,4551,10513.97555,2011-03-01,2008,2
260277,10000,C,C3,Not Verified,2008-02-01,Fully Paid,TX,OWN,11927,11898.7228,2011-03-01,2008,2
260324,10000,D,D4,Not Verified,2008-02-01,Charged Off,FL,RENT,5261,10298.94,2010-09-01,2008,2
260368,3000,A,A2,Not Verified,2008-02-01,Fully Paid,MN,MORTGAGE,1139,3073.921317,2008-10-01,2008,2
260597,6000,B,B2,Not Verified,2008-02-01,Fully Paid,VA,RENT,5280,6945.386576,2011-03-01,2008,2
260801,10000,B,B1,Not Verified,2008-02-01,Fully Paid,MD,RENT,13607,11362.73603,2010-04-01,2008,2
260928,12000,C,C2,Not Verified,2008-02-01,Fully Paid,NY,RENT,11134,14178.3,2010-11-01,2008,2
261281,10000,C,C2,Not Verified,2008-02-01,Fully Paid,NY,MORTGAGE,23623,11843.99797,2011-03-01,2008,2
261382,9500,C,C1,Not Verified,2008-02-01,Fully Paid,CA,MORTGAGE,9711,11049.85748,2010-06-01,2008,2
261456,3000,A,A3,Not Verified,2008-02-01,Fully Paid,CA,RENT,2456,3384.329118,2011-03-01,2008,2
261972,10000,D,D5,Not Verified,2008-02-01,Charged Off,CA,RENT,11969,6716.99,2010-03-01,2008,2
262041,6000,B,B1,Not Verified,2008-02-01,Fully Paid,PA,MORTGAGE,32421,6383.566029,2008-12-01,2008,2
262113,5800,A,A4,Not Verified,2008-02-01,Fully Paid,MA,RENT,1348,6573.906462,2011-03-01,2008,2
262215,20000,F,F4,Not Verified,2008-02-01,Fully Paid,CA,RENT,26255,25595.0472,2011-03-01,2008,2
262563,15600,B,B5,Not Verified,2008-02-01,Charged Off,CA,RENT,20838,9152.1,2009-09-01,2008,2
262618,14275,B,B1,Not Verified,2008-02-01,Fully Paid,CA,RENT,11188,16449.77723,2011-03-01,2008,2
262669,10000,A,A3,Not Verified,2008-02-01,Fully Paid,NY,RENT,0,11274.87841,2011-01-01,2008,2
262961,900,A,A5,Not Verified,2008-02-01,Fully Paid,NC,OWN,167,947.3765785,2008-11-01,2008,2
263180,10000,C,C3,Not Verified,2008-02-01,Fully Paid,CA,RENT,10997,11898.71949,2011-03-01,2008,2
263677,1000,B,B3,Not Verified,2008-02-01,Fully Paid,MI,OWN,2308,1104.124048,2009-06-01,2008,2
263697,14500,C,C4,Not Verified,2008-02-01,Charged Off,CA,RENT,15506,7165.25,2009-05-01,2008,2
263741,8000,C,C2,Not Verified,2008-03-01,Fully Paid,NJ,MORTGAGE,7720,9475.196882,2011-03-01,2008,3
263906,5000,B,B5,Not Verified,2008-02-01,Fully Paid,NC,RENT,11973,5868.294364,2011-03-01,2008,2
264003,21000,B,B2,Not Verified,2008-02-01,Fully Paid,CA,OWN,142,23756.46018,2010-02-01,2008,2
264267,15000,B,B2,Not Verified,2008-02-01,Charged Off,NY,MORTGAGE,3050,9353.76,2009-11-01,2008,2
264499,15000,C,C2,Not Verified,2008-03-01,Fully Paid,FL,RENT,14453,17775.45801,2011-09-01,2008,3
264630,5600,B,B2,Not Verified,2008-02-01,Fully Paid,NV,RENT,7842,6535.58453,2011-07-01,2008,2
264754,5000,B,B4,Not Verified,2008-02-01,Charged Off,MA,RENT,5762,1635.28,2008-12-01,2008,2
264792,10000,A,A5,Not Verified,2008-02-01,Fully Paid,AZ,MORTGAGE,2339,11386.14201,2011-03-01,2008,2
264886,11000,D,D5,Not Verified,2008-02-01,Fully Paid,NY,OWN,17436,13509.34777,2011-03-01,2008,2
264923,15000,B,B2,Not Verified,2008-03-01,Charged Off,NC,MORTGAGE,11648,8702.38,2009-09-01,2008,3
265007,19275,E,E2,Not Verified,2008-03-01,Charged Off,CA,RENT,8731,8680.25,2009-03-01,2008,3
265076,5000,E,E4,Not Verified,2008-02-01,Fully Paid,GA,RENT,22210,6251.188137,2011-03-01,2008,2
265097,7000,A,A5,Not Verified,2008-02-01,Fully Paid,CA,RENT,6496,7970.457926,2011-03-01,2008,2
265115,11000,C,C1,Not Verified,2008-03-01,Charged Off,OK,OWN,3041,3598.6,2009-01-01,2008,3
265117,10000,C,C3,Not Verified,2008-02-01,Fully Paid,ID,OWN,2000,10284.70929,2008-06-01,2008,2
265521,10000,B,B2,Not Verified,2008-02-01,Charged Off,IL,RENT,3717,6517.47,2010-03-01,2008,2
265613,12000,F,F1,Not Verified,2008-02-01,Fully Paid,TX,MORTGAGE,34841,15104.23412,2010-12-01,2008,2
265836,7000,B,B1,Not Verified,2008-02-01,Charged Off,GA,MORTGAGE,5257,6751.87,2010-12-01,2008,2
265904,16000,E,E1,Not Verified,2008-03-01,Fully Paid,NJ,RENT,15193,18241.83912,2009-05-01,2008,3
266047,10000,C,C2,Not Verified,2008-03-01,Fully Paid,NY,RENT,3245,11836.91226,2011-01-01,2008,3
266130,14700,C,C5,Not Verified,2008-03-01,Charged Off,CT,RENT,14694,15697.87,2010-11-01,2008,3
266179,7200,A,A3,Not Verified,2008-02-01,Fully Paid,TN,RENT,438,7989.945253,2010-02-01,2008,2
266282,8000,B,B2,Not Verified,2008-02-01,Fully Paid,TX,MORTGAGE,38605,9149.105025,2010-05-01,2008,2
266327,2925,B,B5,Not Verified,2008-02-01,Fully Paid,NJ,RENT,6611,3424.580243,2010-11-01,2008,2
266544,8000,E,E1,Not Verified,2008-03-01,Fully Paid,AL,RENT,5723,9244.542981,2009-08-01,2008,3
266798,5000,A,A3,Not Verified,2008-02-01,Fully Paid,LA,MORTGAGE,8366,5640.513454,2011-03-01,2008,2
266963,10600,C,C4,Not Verified,2008-03-01,Charged Off,TX,RENT,7583,7374.76,2009-12-01,2008,3
266989,6000,B,B4,Not Verified,2008-02-01,Fully Paid,CA,MORTGAGE,4524,6902.129457,2010-05-01,2008,2
267477,8000,B,B3,Not Verified,2008-03-01,Fully Paid,VA,MORTGAGE,3596,9303.757586,2011-03-01,2008,3
267516,25000,F,F2,Not Verified,2008-03-01,Charged Off,NY,OWN,12704,16457.82,2009-08-01,2008,3
267686,4700,B,B1,Not Verified,2008-03-01,Fully Paid,NY,RENT,16724,5083.615409,2009-03-01,2008,3
267736,20000,B,B1,Not Verified,2008-03-01,Fully Paid,TN,MORTGAGE,311,23046.93833,2011-03-01,2008,3
267976,5000,D,D2,Not Verified,2008-02-01,Fully Paid,OR,MORTGAGE,19771,5053.88,2008-04-01,2008,2
268156,18000,B,B3,Not Verified,2008-03-01,Fully Paid,CA,RENT,10826,21406.18106,2012-04-01,2008,3
268379,20000,B,B1,Not Verified,2008-03-01,Fully Paid,TX,MORTGAGE,281,21583.75371,2009-04-01,2008,3
268476,20000,E,E4,Not Verified,2008-03-01,Fully Paid,TX,MORTGAGE,4289,22822.30302,2009-04-01,2008,3
268502,24000,D,D2,Not Verified,2008-03-01,Charged Off,CA,RENT,21364,5653.2,2008-10-01,2008,3
268516,16000,B,B2,Not Verified,2008-03-01,Fully Paid,CA,RENT,22627,18521.03491,2011-03-01,2008,3
268549,12000,E,E1,Not Verified,2008-03-01,Fully Paid,CA,RENT,11258,14802.45826,2011-03-01,2008,3
268675,12000,B,B4,Not Verified,2008-03-01,Fully Paid,CO,RENT,0,13476.79531,2009-10-01,2008,3
268761,7750,D,D5,Not Verified,2008-03-01,Fully Paid,MA,RENT,26996,9517.943042,2011-03-01,2008,3
268855,15000,B,B2,Not Verified,2008-03-01,Charged Off,FL,MORTGAGE,3834,2410.4,2008-08-01,2008,3
269127,19000,D,D4,Not Verified,2008-03-01,Fully Paid,PA,MORTGAGE,9416,21946.94538,2009-08-01,2008,3
269256,8800,C,C5,Not Verified,2008-03-01,Fully Paid,MD,OWN,25807,10566.20658,2011-03-01,2008,3
269289,10000,A,A5,Not Verified,2008-03-01,Fully Paid,CT,MORTGAGE,16167,11340.23973,2010-10-01,2008,3
269571,11000,C,C2,Not Verified,2008-03-01,Fully Paid,NY,RENT,12678,12978.25881,2010-11-01,2008,3
269818,8450,C,C5,Not Verified,2008-03-01,Fully Paid,FL,RENT,8747,10145.92323,2011-03-01,2008,3
270002,21000,B,B5,Not Verified,2008-03-01,Charged Off,UT,RENT,5694,4107.36,2008-09-01,2008,3
270302,10000,D,D3,Not Verified,2008-03-01,Fully Paid,CA,RENT,12008,12171.47571,2011-03-01,2008,3
270343,8400,C,C4,Not Verified,2008-03-01,Fully Paid,GA,RENT,14129,10039.68048,2011-03-01,2008,3
270351,15000,B,B4,Not Verified,2008-03-01,Fully Paid,TX,MORTGAGE,15553,17523.31742,2011-03-01,2008,3
270400,9000,C,C4,Not Verified,2008-03-01,Fully Paid,AZ,OWN,26966,10756.8,2011-03-01,2008,3
270466,10000,C,C3,Not Verified,2008-03-01,Fully Paid,WI,RENT,2388,11872.92003,2010-11-01,2008,3
270568,7000,D,D1,Not Verified,2008-03-01,Fully Paid,CA,RENT,11698,7215.590722,2008-06-01,2008,3
270712,7500,B,B2,Not Verified,2008-03-01,Fully Paid,GA,RENT,5570,7895.848431,2008-10-01,2008,3
270860,7000,B,B1,Not Verified,2008-03-01,Fully Paid,TN,RENT,4641,8066.509909,2011-03-01,2008,3
271004,12000,C,C3,Not Verified,2008-03-01,Fully Paid,KY,RENT,15774,13086.7672,2009-04-01,2008,3
271045,15000,D,D3,Not Verified,2008-03-01,Fully Paid,OH,OWN,9288,18181.75518,2010-12-01,2008,3
271192,8500,D,D4,Not Verified,2008-03-01,Fully Paid,DE,RENT,17488,10391.56792,2011-03-01,2008,3
271196,13000,A,A4,Not Verified,2008-03-01,Fully Paid,FL,OWN,209,14734.59283,2011-03-01,2008,3
271356,6625,D,D2,Not Verified,2008-03-01,Fully Paid,PA,RENT,15049,8026.805966,2011-03-01,2008,3
271434,11000,C,C4,Not Verified,2008-03-01,Fully Paid,NY,RENT,23253,13147.20592,2011-03-01,2008,3
271652,18000,D,D1,Not Verified,2008-03-01,Fully Paid,OH,MORTGAGE,10769,21742.68232,2011-04-01,2008,3
271792,25000,D,D5,Not Verified,2008-03-01,Fully Paid,NJ,MORTGAGE,21357,30912.92786,2011-04-01,2008,3
271900,10000,B,B1,Not Verified,2008-03-01,Fully Paid,NY,RENT,29884,11523.5911,2011-03-01,2008,3
271927,25000,B,B3,Not Verified,2008-03-01,Fully Paid,MA,MORTGAGE,16386,29074.28645,2011-03-01,2008,3
271979,10000,B,B5,Not Verified,2008-03-01,Fully Paid,MA,RENT,26888,10795.25071,2009-01-01,2008,3
272103,10000,D,D2,Not Verified,2008-03-01,Fully Paid,OR,RENT,7067,12115.9235,2011-03-01,2008,3
272266,12000,C,C3,Not Verified,2008-03-01,Fully Paid,CA,MORTGAGE,36467,14278.5178,2011-03-01,2008,3
272368,9000,D,D1,Not Verified,2008-03-01,Charged Off,CT,RENT,14371,4687.75,2010-02-01,2008,3
272429,15000,C,C1,Not Verified,2008-03-01,Charged Off,CA,OWN,25870,7860.11,2009-07-01,2008,3
272583,12650,C,C2,Not Verified,2008-03-01,Fully Paid,TX,MORTGAGE,1727,14982.61665,2011-03-01,2008,3
273165,18000,F,F3,Not Verified,2008-03-01,Charged Off,NY,MORTGAGE,28846,9450.27,2009-05-01,2008,3
273432,12200,C,C5,Not Verified,2008-03-01,Fully Paid,AK,OWN,2329,14648.60282,2011-03-01,2008,3
273445,2000,A,A1,Not Verified,2008-03-01,Fully Paid,CA,OWN,324,2012.48,2008-04-01,2008,3
273535,6000,D,D1,Not Verified,2008-03-01,Fully Paid,MO,MORTGAGE,20845,7237.372196,2011-03-01,2008,3
273608,15000,C,C1,Not Verified,2008-03-01,Charged Off,FL,MORTGAGE,12569,12041.08,2010-03-01,2008,3
274375,10000,C,C1,Not Verified,2008-03-01,Fully Paid,NC,MORTGAGE,9697,11793.27039,2011-04-01,2008,3
274763,10000,C,C1,Not Verified,2008-03-01,Fully Paid,OH,RENT,2952,11301.32473,2010-02-01,2008,3
274823,5500,B,B5,Not Verified,2008-03-01,Fully Paid,NC,MORTGAGE,13427,6455.09877,2011-03-01,2008,3
275098,20000,C,C5,Not Verified,2008-03-01,Charged Off,CA,RENT,6045,4665.78,2008-10-01,2008,3
275339,22000,C,C1,Not Verified,2008-03-01,Fully Paid,MI,MORTGAGE,18913,23313.93114,2008-10-01,2008,3
275605,12000,D,D3,Not Verified,2008-03-01,Fully Paid,NY,MORTGAGE,18593,14605.76887,2011-03-01,2008,3
275790,10000,A,A3,Not Verified,2008-03-01,Fully Paid,NY,RENT,0,11268.78876,2011-01-01,2008,3
275880,12800,B,B1,Not Verified,2008-03-01,Fully Paid,TX,RENT,13207,14750.08151,2011-03-01,2008,3
276107,4800,C,C1,Not Verified,2008-03-01,Fully Paid,VA,RENT,3273,5659.669345,2011-03-01,2008,3
276232,19000,C,C5,Not Verified,2008-03-01,Fully Paid,NJ,RENT,19368,22813.42033,2011-03-01,2008,3
276355,24000,B,B5,Not Verified,2008-03-01,Charged Off,CA,MORTGAGE,782,13294.34,2009-08-01,2008,3
276857,18000,C,C1,Not Verified,2008-03-01,Fully Paid,NC,RENT,6362,21274.69977,2011-06-01,2008,3
276979,11000,B,B2,Not Verified,2008-03-01,Fully Paid,NY,RENT,15342,12733.17786,2011-03-01,2008,3
277162,6300,C,C1,Not Verified,2008-03-01,Fully Paid,CO,MORTGAGE,871,6809.04171,2009-01-01,2008,3
277468,8000,A,A4,Not Verified,2008-03-01,Fully Paid,WI,MORTGAGE,13238,8913.881445,2010-02-01,2008,3
277583,9000,D,D1,Not Verified,2008-03-01,Fully Paid,VA,MORTGAGE,1918,10856.06737,2011-03-01,2008,3
277628,14300,B,B4,Not Verified,2008-03-01,Fully Paid,AZ,RENT,5649,16728.72839,2011-03-01,2008,3
277688,7200,B,B1,Not Verified,2008-03-01,Charged Off,MD,RENT,3332,5664.34,2010-03-01,2008,3
277709,25000,G,G1,Not Verified,2008-03-01,Fully Paid,AZ,MORTGAGE,14706,32599.22819,2012-04-01,2008,3
277875,20000,D,D1,Not Verified,2008-03-01,Fully Paid,RI,MORTGAGE,27129,24124.60146,2011-03-01,2008,3
277895,8000,D,D2,Not Verified,2008-03-01,Fully Paid,IL,RENT,1152,9692.726155,2011-03-01,2008,3
278018,11225,D,D2,Not Verified,2008-03-01,Charged Off,UT,MORTGAGE,8837,13192.1,2010-01-01,2008,3
278066,950,B,B2,Not Verified,2008-03-01,Fully Paid,KS,RENT,2246,1082.393355,2011-03-01,2008,3
278075,12000,B,B4,Not Verified,2008-03-01,Fully Paid,NY,RENT,9258,14018.66568,2011-03-01,2008,3
278405,12000,D,D3,Not Verified,2008-03-01,Fully Paid,TX,RENT,8671,14605.75522,2011-03-01,2008,3
